Service,Team,Realm,Date,Rollout Success,Success
oauth2-proxy,Unassigned,Unassigned,11-07-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,11-07-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,16-09-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,16-09-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,16-09-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,13-12-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,13-12-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,13-12-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,18-12-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,18-12-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,18-12-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,30-12-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,30-12-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,30-12-2024,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,29-01-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,29-01-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,29-01-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,13-02-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,13-02-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,13-02-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,13-02-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,13-02-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,13-02-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,09-04-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,09-04-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,09-04-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,29-05-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,29-05-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,29-05-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,11-06-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,11-06-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,11-06-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,30-06-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,30-06-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,30-06-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,14-07-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,14-07-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,14-07-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,15-07-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,15-07-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,15-07-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,03-09-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,03-09-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,03-09-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,07-10-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,07-10-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,07-10-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,09-10-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,09-10-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,09-10-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,06-11-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,06-11-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,14-11-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,14-11-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,28-11-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,28-11-2025,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,02-01-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,02-01-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,05-01-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,05-01-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,12-01-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,12-01-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,28-01-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,28-01-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,17-02-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,17-02-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,18-02-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,18-02-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,16-03-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,16-03-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,04-06-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,04-06-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,23-06-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,23-06-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,02-07-2026,TRUE,Success
oauth2-proxy,Unassigned,Unassigned,02-07-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,08-04-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,24-04-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,24-04-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,03-05-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,06-05-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,06-05-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,07-05-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,22-05-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,23-05-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,28-05-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,23-07-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,13-08-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,14-08-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,21-08-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,26-09-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,30-09-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,30-09-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,01-10-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,01-10-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,25-10-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,25-11-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,04-12-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,04-12-2024,TRUE,Success
one-account-adm-int,Digital-Operations,Core,11-02-2025,TRUE,Success
one-account-adm-int,Digital-Operations,Core,19-03-2025,TRUE,Success
one-account-adm-int,Digital-Operations,Core,09-04-2025,TRUE,Success
one-account-adm-int,Digital-Operations,Core,10-04-2025,TRUE,Success
one-account-adm-int,Digital-Operations,Core,29-04-2025,TRUE,Success
one-account-adm-int,Digital-Operations,Core,27-05-2025,TRUE,Success
one-account-adm-int,Digital-Operations,Core,26-08-2025,TRUE,Success
one-account-adm-int,Digital-Operations,Core,10-09-2025,TRUE,Success
one-account-adm-int,Digital-Operations,Core,10-11-2025,TRUE,Success
one-account-adm-int,Digital-Operations,Core,19-11-2025,TRUE,Success
one-account-adm-int,Digital-Operations,Core,16-01-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,16-01-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,09-02-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,17-02-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,19-02-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,31-03-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,29-04-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,29-04-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,29-04-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,06-05-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,06-05-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,17-06-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,17-06-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,23-06-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,29-06-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,27-07-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,31-07-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,03-08-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,04-08-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,05-08-2026,TRUE,Success
one-account-adm-int,Digital-Operations,Core,12-08-2026,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,31-01-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,31-01-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,31-01-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,05-02-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,01-04-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,18-04-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,18-04-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,31-05-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,11-06-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,25-06-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,27-06-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,02-07-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,21-08-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,29-08-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,03-09-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,10-09-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,23-09-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,02-10-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,07-10-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,08-10-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,13-11-2024,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,04-02-2025,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,06-02-2025,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,18-02-2025,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,14-03-2025,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,25-03-2025,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,25-03-2025,FALSE,Failure
one-mms-service-adm-int,MMS-Connect,Core,27-03-2025,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,16-05-2025,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,24-06-2025,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,30-06-2025,TRUE,Success
one-mms-service-adm-int,MMS-Connect,Core,30-07-2025,TRUE,Success
